trans_id,fecha,anio,quarter,mes,dia,week,dianame,hhjornada,mmjornada,inith,initm,finh,finm,totalventa,tipodocto,producto,cantidad,precio,costo,discountperc,subtotal,neto,impuesto,total,totalingreso,netoingreso,subtotalingreso,valor,valororigen,monedacmonetaria,descripcion,glosa,tipoproducto,familia,subfamilia,tipo,subtipo,vigente,unidad,procedencia
218,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2980,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10 % MG,EXISTENCIA,VACUNO,MOLIDA CORRIENTE,CARNES,VACUNO MOLIDA,S,KG,NAC
219,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,12662365,21.72,5980,0,0,129886,129886,0,129886,129886,304819,304819,5980,0,PS,CLIENTE,VACUNO ASIENTO CAT V ENTERO NAC,EXISTENCIA,VACUNO,ASIENTO,CARNES,ENTERO,S,KG,NAC
220,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
221,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2498,0,PS,CLIENTE,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
222,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4280,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
223,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,7.8029E+12,1,689,579,0,689,579,110,579,579,4051,4820,427.5,0,PS,PROVEEDOR,MANTEQUILLA SOPROLE C/SAL 125GR           ,EXISTENCIA,LACTEOS,MANTEQUILLA,ABARROTES,NO,S,UN,SP
224,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126512509,5.06,4980,2000,0,25199,25199,0,25199,25199,759801,759801,4480,0,PS,,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
225,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
226,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
227,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126702531,39.26,4098,0,0,160887,160887,0,160887,160887,375044,375044,3680,0,PS,CLIENTE,VACUNO PLATEADA   CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
228,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4180,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,MOLIDA,S,KG,NAC
229,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2498,0,PS,CLIENTE,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
230,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2980,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10 % MG,EXISTENCIA,VACUNO,MOLIDA CORRIENTE,CARNES,VACUNO MOLIDA,S,KG,NAC
231,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,126392455,103.1,1121,300,0,115575,115575,0,115575,115575,115575,115575,1298,0,PS,CLIENTE,VACUNO HUESO PITO CAT V NAC,EXISTENCIA,VACUNO,HUESO,CARNES,PITO,S,KG,NAC
232,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
233,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
234,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4180,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,MOLIDA,S,KG,NAC
235,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,122652298,1.03,3992,3354.369,0,4112,3455,657,3455,3455,32945,39206,3498,0,PS,CLIENTE,POLLO PECHUGA DESHUESADA NAC,EXISTENCIA,POLLO,PECHUGA,CARNES,DESHUESADO,S,KG,NAC
236,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512509,5.06,4980,2000,0,25199,25199,0,25199,25199,759801,759801,4480,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
237,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2498,0,PS,CLIENTE,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
238,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
239,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126702531,39.26,4098,0,0,160887,160887,0,160887,160887,375044,375044,4098,0,PS,CLIENTE,VACUNO PLATEADA CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
240,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4180,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
241,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
242,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2980,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10 % MG,EXISTENCIA,VACUNO,MOLIDA CORRIENTE,CARNES,VACUNO MOLIDA,S,KG,NAC
243,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,12662365,21.72,5980,0,0,129886,129886,0,129886,129886,304819,304819,5980,0,PS,CLIENTE,VACUNO ASIENTO CAT V ENTERO NAC,EXISTENCIA,VACUNO,ASIENTO,CARNES,ENTERO,S,KG,NAC
244,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
245,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2498,0,PS,CLIENTE,POLLO TRUTRO ENTERO,EXISTENCIA,POLLO,TRUTRO ENTERO,CARNES,NAC,S,KG,NAC
246,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4180,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
247,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126522511,37.79,5698,0,0,215327,215327,0,215327,215327,386945,386945,5098,0,PS,CLIENTE,VACUNO MOLLEJA CAT V ENTERO NAC,EXISTENCIA,VACUNO,MOJELLA,CARNES,ENTERO,S,KG,NAC
248,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126512509,5.06,4980,2000,0,25199,25199,0,25199,25199,759801,759801,4480,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
249,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
250,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
251,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126702531,39.26,4098,0,0,160887,160887,0,160887,160887,375044,375044,4098,0,PS,CLIENTE,VACUNO PLATEADA CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
252,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4180,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
253,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2498,0,PS,CLIENTE,POLLO TRUTRO ENTERO,EXISTENCIA,POLLO,TRUTRO ENTERO,CARNES,NAC,S,KG,NAC
254,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2980,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10%,EXISTENCIA,VACUNO,MOLIDA,CARNES,CORRIENTE,S,KG,NAC
255,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,126392455,103.1,1121,300,0,115575,115575,0,115575,115575,115575,115575,1298,0,PS,CLIENTE,VACUNO HUESO PITO CAT V NAC,EXISTENCIA,VACUNO,HUESO,CARNES,PITO,S,KG,NAC
256,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
257,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
258,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4180,0,PS,CLIENTE,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
259,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,126702531,9.715,5098,3300,0,49527,49527,0,49527,49527,202921,202921,4098,0,PS,CLIENTE,VACUNO PLATEADA   CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
260,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512509,5.06,4980,2000,0,25199,25199,0,25199,25199,759801,759801,4480,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
261,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2198,0,PS,,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
262,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
263,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126702531,39.26,4098,0,0,160887,160887,0,160887,160887,375044,375044,4098,0,PS,CLIENTE,VACUNO PLATEADA CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
264,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4298,0,PS,,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,MOLIDA,S,KG,NAC
265,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
266,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2980,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10%,EXISTENCIA,VACUNO,MOLIDA,CARNES,CORRIENTE,S,KG,NAC
267,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,12662365,21.72,5980,0,0,129886,129886,0,129886,129886,304819,304819,5890,0,PS,CLIENTE,VACUNO ASIENTO CAT V ENTERO NAC,EXISTENCIA,VACUNO,ASIENTO,CARNES,ENTERO,S,KG,NAC
268,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
269,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2198,0,PS,,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
270,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4298,0,PS,,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,MOLIDA,S,KG,NAC
271,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,122652298,1.03,3992,3354.369,0,4112,3455,657,3455,3455,32945,39206,3498,0,PS,CLIENTE,POLLO PECHUGA DESHUESADA NAC,EXISTENCIA,POLLO,PECHUGA,CARNES,DESHUESADO,S,KG,NAC
272,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126512509,5.06,4980,2000,0,25199,25199,0,25199,25199,759801,759801,4480,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
273,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
274,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA,CARNES,ESPECIAL,S,KG,NAC
275,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126702531,39.26,4098,0,0,160887,160887,0,160887,160887,375044,375044,4098,0,PS,CLIENTE,VACUNO PLATEADA CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
276,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4298,0,PS,,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
277,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2198,0,PS,,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
278,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2498,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10 % MG,EXISTENCIA,VACUNO,MOLIDA CORRIENTE,CARNES,VACUNO MOLIDA,S,KG,NAC
279,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,126392455,103.1,1121,300,0,115575,115575,0,115575,115575,115575,115575,1298,0,PS,CLIENTE,VACUNO HUESO PITO CAT V NAC,EXISTENCIA,VACUNO,HUESO,CARNES,PITO,S,KG,NAC
280,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
281,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
282,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4298,0,PS,,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
283,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126522511,37.79,5698,0,0,215327,215327,0,215327,215327,386945,386945,5098,0,PS,CLIENTE,VACUNO MOLLEJA CAT V ENTERO NAC,EXISTENCIA,VACUNO,MOJELLA,CARNES,ENTERO,S,KG,NAC
284,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512509,5.06,4980,2000,0,25199,25199,0,25199,25199,759801,759801,4480,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
285,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2198,0,PS,,POLLO TRUTRO ENTERO NAC,EXISTENCIA,POLLO,TRUTRO,CARNES,ENTERO,S,KG,NAC
286,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
287,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126702531,39.26,4098,0,0,160887,160887,0,160887,160887,375044,375044,4098,0,PS,CLIENTE,VACUNO PLATEADA   CAT V  ENTERA NAC,EXISTENCIA,VACUNO,PLATEADA,CARNES,ENTERO,S,KG,NAC
288,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,NOTA VENTA,126762576,5.025,4398,0,0,22100,22100,0,22100,22100,304819,304819,4298,0,PS,,VACUNO POSTA ROSADA MOLIDO 5% MG,EXISTENCIA,VACUNO,POSTA ROSADA,CARNES,VACUNO POSTA ROSADA,S,KG,NAC
289,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VALE SALON ELEC,126512509,5,4780,2000,0,23900,20084,3816,20084,20084,117572,139911,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
290,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,126512508,2.025,4498,2500,0,9108,9108,0,9108,9108,625042,625042,2498,0,PS,CLIENTE,VACUNO MOLIDA CORRIENTE 10 % MG,EXISTENCIA,VACUNO,MOLIDA CORRIENTE,CARNES,VACUNO MOLIDA,S,KG,NAC
291,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,NOTA VENTA,12662365,21.72,5980,0,0,129886,129886,0,129886,129886,304819,304819,5890,0,PS,CLIENTE,VACUNO ASIENTO CAT V ENTERO NAC,EXISTENCIA,VACUNO,ASIENTO,CARNES,ENTERO,S,KG,NAC
292,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,10.16,610,10,8,20,19,1392592,BOLETA VENTA FISCAL,126512509,0.805,4780,4017.391,0,3848,3234,614,3234,3234,16744,19926,3998,0,PS,CLIENTE,VACUNO MOLIDA ESPECIAL 7% MG,EXISTENCIA,VACUNO,MOLIDA ESPECIAL,CARNES,VACUNO MOLIDA,S,KG,NAC
293,1/2/2018 0:00,2018,1,1,2,1,tuesday  ,9.96,598,7,53,17,52,724280,FACT VENT ST ELEC,122962318,14.81,1898,900,0,28109,28109,0,28109,28109,330035,330035,2198,0,PS,,POLLO TRUTRO ENTERO,EXISTENCIA,POLLO,TRUTRO ENTERO,CARNES,NAC,S,KG,NAC
